validator,va_status
0xabfd04ce0dc27b55353d1197aa6da30e4035f08ce2b89b649ba61c7e4e62a91c7ded5081341510664cd9c27d24f4e9a3,Not active. VA is slashed
0x899fc600073107e98d6c7f423a8f64c600903c65516773fe10ec4b381438debb5fe803e1c494fc993f091e834bc3ecbb,Not active. VA is slashed
0x8ce2532c5cfa6ec1e265f4da56bbd6fbe96d37494081aac19674ca38a8c26e90fb177766a2b26ec899c72b524b3fb3a6,Not active. VA is slashed
0x828d6f4a03e023585b085804f58344f8fcce6d9d7afdc31538f7b35f639613037e2f9ca0a9753c72172258e674e04397,Not active. VA is slashed
0x8632eede46f0e7b2174277dd2fdd77a0e1d7db22b70b2120c838a429e667111c3b4f563697ff2f5761729ad5297eaf25,Not active. VA is slashed
0x84e11f804f60e663d043d79af4ef865acee37478be54bf4ae6660a3ebffb6345f3003f63c19a31fdc68a75064b590af4,Not active. VA is slashed
0x8450288769be638e4e92f42447ce5b159208f6635479aa19149cdcbb74ca5ad7255bd9aec7622517f663afc4b3c3c649,Not active. VA is slashed
0x9486afe287cb412e998eb1dc57771d59ca8e6f05ee44eb3508830fd59996720e5ab8df547c7a474343c9b89d1327434d,Not active. VA is slashed
0xab0c13cffeca412c360203ffbe4ed3c7286ba2bf11521321f40d8337d0f7d1da8ef1ecbab05e79b2aa5137838d61cb1e,Not active. VA is slashed
0x80de1b4864804c5ec39e864e6c8deddb3758a2137b0f39a1078561752f13c7deae5612d6dbd00705ec2e029c006c164c,Not active. VA is slashed
0xb140fa756cb3c4435672427d88e88dd081539d167f328c438a94eec704eff8caa1b87f543ee087e89321eeb668ead88c,Not active. VA is slashed
0x8a113f3f0841a13ce4834cc30478d2e8aba57162c1aab389e8c8aab99b7ecebac0dee0fbe40116dc6a1dd717df6c3874,Active
0x8a480e9f120c51b26ce36e0014b3e7ce7378555f53255d761b8b9f6e543487b89be8075733862e5269dc7864e70a247c,Active
0xab066d2794c57e0dddbea9683b98c74fcc41e562d0258a9e5451fd5f0891c5fc6189d8c238cd1582c450b09e44b1d0d3,Active
0xaf85e002f5733c2a56a811735aa5e25f5451e33e0ab887af04c81eacc1e7e7672e91bcd37473105ebd2191059472c7e5,Active
0xb25b6e87444f6b4c1cdb2a6c7f88b112dcd5bdcb28714f0d6617ee941ffa48d787edde57eeb39ac9827049e4524caddc,Active
0xb0fba5c9b1050cac39db9dc3ed841f2bf0146c8ca023cc9163e9c4d00d3d86af3a7cd7d329aa4c70b530d82d9200f647,Active
0xb30f9a3a8931a473d5bc8844c4723659d815879a308522ae254e66ef815fe02deed4c94b89c02b510def4d66b6d30c83,Active
0xa4b9a114b6101980db3ef8d45cbd67e88aca3f032d7a693472a1598f02456f52e6b7e89dda9010bd72d4ab172d5cd2c0,Active
0xadb8492ec152b3debfb6e95f00b17b3054794bd3314b35ca091a270799206a4393c36ed94ab02227bf6fe435d20ade2f,Active
0x944b5fb21477cf12d91e286adbad7557941c35d3a9d6868593df487e579aa292afc6685115972044c5de78b64e2a1e2b,Active
0xaebdadee6bb56784802c5f9cc586e2c73bc84b3ea1aa59d90a59860a682f5e67de3c6f429676152c7651b06ade19eb3b,Active
0x821301078c491378aa74a6c5a68ea757d32006326a03338fbad0bc1fad64181bbeef8c15d6ed9103bc85f18f07697d12,Active
0xa6dccaa90430798639bebb083cf5342bc068483856126876adfbfa412ef60ce7776d3c4e416ed41d9f1cf6fdb95faaa1,Active
